1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
4286,South Carolina,SC,01,H0SC01196,,Robert,Dobbs,"Dobbs, Robert",,GRE,*,,,,3369,1.44162262778408%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4287,South Carolina,SC,01,H0SC01352,,Keith,Blandford,"Blandford, Keith",,LIB,*,,,,2750,1.17674746999294%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4288,South Carolina,SC,01,H0SC01337,,Jimmy,Wood,"Wood, Jimmy",,IDP,*,,,,2489,1.06506343738634%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4289,South Carolina,SC,01,H0SC01329,,M. E. Mac,McCullough,"McCullough, M. E. Mac",,UC,*,,,,1013,0.433470977128308%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4290,South Carolina,SC,01,n/a,,,Scattered,Scattered,,W,,,,,163,0.0697490318577633%,,,,
4291,South Carolina,SC,01,n/a,,,,,District Votes:,,99813,,68788,,233695,,,,,
4292,South Carolina,SC,,n/a,,,,,,,,,,,,,,,,
4293,South Carolina,SC,02,H2SC02059,(I),Joe,Wilson,"Wilson, Joe",,REP,64973,83.409931190305%,,,138861,53.475538371484%,,,,
4294,South Carolina,SC,02,H8SC02098,,Phil,Black,"Black, Phil",,REP,12923,16.590068809695%,,,,,,,,
4295,South Carolina,SC,02,n/a,,,,,Party Votes:,REP,77896,,,,,,,,,
4296,South Carolina,SC,02,H8SC02080,,Rob,Miller,"Miller, Rob",,DEM,Unopposed,,,,113625,43.757124372285%,,,,
4297,South Carolina,SC,02,H0SC02053,,Eddie,McCain,"McCain, Eddie",,LIB,*,,,,4228,1.62820789303429%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4298,South Carolina,SC,02,H0SC02046,,Marc,Beaman,"Beaman, Marc",,CON,*,,,,2856,1.0998490403278%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4299,South Carolina,SC,02,n/a,,,Scattered,Scattered,,W,,,,,102,0.0392803228688499%,,,,
4300,South Carolina,SC,02,n/a,,,,,District Votes:,,77896,,,,259672,,,,,
4301,South Carolina,SC,,n/a,,,,,,,,,,,,,,,,
4302,South Carolina,SC,03,H0SC03077,,Jeff,Duncan,"Duncan, Jeff",,REP,19051,23.0778549018183%,37352,51.4937204461172%,126235,62.4591802402676%,,,,
4303,South Carolina,SC,03,H0SC03093,,Richard,Cash,"Cash, Richard",,REP,20923,25.3455439667599%,35185,48.5062795538829%,,,,,,
4304,South Carolina,SC,03,H0SC03101,,Rex,Rice,"Rice, Rex",,REP,16071,19.4679652578406%,,,,,,,,
4305,South Carolina,SC,03,H0SC03135,,Joe,Grimaud,"Grimaud, Joe",,REP,15503,18.7799057552301%,,,,,,,,
4306,South Carolina,SC,03,H0SC03127,,Neal,Collins,"Collins, Neal",,REP,6787,8.22158423277731%,,,,,,,,
4307,South Carolina,SC,03,H0SC03069,,Frank Michael,Vasovski,"Vasovski, Frank Michael",,REP,4216,5.10714588557377%,,,,,,,,
4308,South Carolina,SC,03,n/a,,,,,Party Votes:,REP,82551,,72537,,,,,,,
4309,South Carolina,SC,03,H0SC03054,,Jane Ballard,Dyer,"Dyer, Jane Ballard",,,,,Combined Parties:,,,,73095,36.1663071229244%,,
4310,South Carolina,SC,03,H8SC03054,,Jane Ballard,Dyer,"Dyer, Jane Ballard",,DEM,10551,65.1698579369981%,,,66497,32.9017159142637%,,,,
4311,South Carolina,SC,03,H8SC03062,,"Brian ""Ryan B.""",Doyle,"Doyle, Brian ""Ryan B.""",,DEM,5639,34.8301420630019%,,,,,,,,
4312,South Carolina,SC,03,n/a,,,,,Party Votes:,DEM,16190,,,,,,,,,
4313,South Carolina,SC,03,H8SC03054,,Jane Ballard,Dyer,"Dyer, Jane Ballard",,WF,*,,,,6598,3.26459120866072%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4314,South Carolina,SC,03,H0SC03143,,John,Dalen,"Dalen, John",,CON,*,,,,2682,1.3270132800285%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4315,South Carolina,SC,03,n/a,,,Scattered,Scattered,,W,,,,,96,0.0474993567795436%,,,,
4316,South Carolina,SC,03,n/a,,,,,District Votes:,,98741,,72537,,202108,,73095,36.1663071229244%,,
4317,South Carolina,SC,,n/a,,,,,,,,,,,,,,,,
4318,South Carolina,SC,04,H0SC04257,,Trey,Gowdy,"Gowdy, Trey",,REP,34103,39.2222937847909%,54412,70.6630996597491%,137586,63.4510556267813%,,,,
4319,South Carolina,SC,04,H2SC04022,(I),Bob,Inglis,"Inglis, Bob",,REP,23877,27.4612412016378%,22590,29.3369003402509%,,,,,,
4320,South Carolina,SC,04,H0SC04224,,Jim,Lee,"Lee, Jim",,REP,11854,13.6334360767355%,,,,,,,,
4321,South Carolina,SC,04,H0SC04182,,David,Thomas,"Thomas, David",,REP,11073,12.7351980494088%,,,,,,,,
4322,South Carolina,SC,04,H0SC04232,,Christina,Jeffrey,"Jeffrey, Christina",,REP,6041,6.94783088742697%,,,,,,,,
4323,South Carolina,SC,04,n/a,,,,,Party Votes:,REP,86948,,77002,,,,,,,
4324,South Carolina,SC,04,H8SC04177,,Paul,Corden,"Corden, Paul",,DEM,Unopposed,,,,62438,28.7947684446453%,,,,
4325,South Carolina,SC,04,H0SC04265,,Dave,Edwards,"Edwards, Dave",,CON,*,,,,11059,5.10012082753023%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4326,South Carolina,SC,04,H0SC04273,,Rick,Mahler,"Mahler, Rick",,LIB,*,,,,3010,1.38813307630581%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4327,South Carolina,SC,04,H6SC04130,,C. Faye,Walters,"Walters, C. Faye",,GRE,*,,,,2564,1.18244957064721%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4328,South Carolina,SC,04,n/a,,,Scattered,Scattered,,W,,,,,181,0.0834724540901503%,,,,
4329,South Carolina,SC,04,n/a,,,,,District Votes:,,86948,,77002,,216838,,,,,
4330,South Carolina,SC,,n/a,,,,,,,,,,,,,,,,
4331,South Carolina,SC,05,H0SC05031,,Mick,Mulvaney,"Mulvaney, Mick",,REP,Unopposed,,,,125834,55.1212076080005%,,,,
4332,South Carolina,SC,05,H2SC05052,(I),John,Spratt,"Spratt, John",,DEM,Unopposed,,,,102296,44.8104570582515%,,,,
4333,South Carolina,SC,05,n/a,,,Scattered,Scattered,,W,,,,,156,0.0683353337480178%,,,,
4334,South Carolina,SC,05,n/a,,,,,District Votes:,,,,,,228286,,,,,
4335,South Carolina,SC,,n/a,,,,,,,,,,,,,,,,
4336,South Carolina,SC,06,H2SC02042,(I),"James E. ""Jim""",Clyburn,"Clyburn, James E. ""Jim""",,DEM,50138,90.0709602083895%,,,125459,62.8583596372564%,,,,
4337,South Carolina,SC,06,H0SC06187,,Gregory,Brown,"Brown, Gregory",,DEM,5527,9.92903979161053%,,,,,,,,
4338,South Carolina,SC,06,n/a,,,,,Party Votes:,DEM,55665,,,,,,,,,
4339,South Carolina,SC,06,H0SC06195,,Jim,Pratt,"Pratt, Jim",,REP,15709,48.9270252592893%,13689,50.2035427439762%,72661,36.405130517561%,,,,
4340,South Carolina,SC,06,H8SC06099,,Nancy,Harrelson,"Harrelson, Nancy",,REP,13487,42.006416046345%,13578,49.7964572560238%,,,,,,
4341,South Carolina,SC,06,H0SC06203,,Colleen,Payne,"Payne, Colleen",,REP,2911,9.06655869436571%,,,,,,,,
4342,South Carolina,SC,06,n/a,,,,,Party Votes:,REP,32107,,27267,,,,,,,
4343,South Carolina,SC,06,H0SC06211,,Nammu Y.,Muhammad,"Muhammad, Nammu Y.",,GRE,*,,,,1389,0.695926649631745%,,,"* The United Citizens Party nominated by convention on March 20, 2010, the Libertarian Party nominated by convention on April 17, 2010, and the Green Party nominated by convention on May 1, 2010.  The  Constitution, Independence, and Working Families parties nominated by convention on May 15, 2010.  Convention nominees are noted with an asterisk.",
4344,South Carolina,SC,06,n/a,,,Scattered,Scattered,,W,,,,,81,0.0405831955508793%,,,,
4345,South Carolina,SC,06,n/a,,,,,District Votes:,,87772,,27267,,199590,,,,,
4346,South Carolina,SC,H,n/a,,,,,Total State Votes:,,451170,,245594,,1340189,,,,,
4347,South Carolina,SC,,n/a,,,,,,,,,,,,,,,,
4348,South Carolina,SC,S,S4SC00083,(I),Jim,DeMint,"DeMint, Jim",,REP,342464,82.9897881538708%,,,810771,61.4782141865978%,,,,
4349,South Carolina,SC,S,S0SC00206,,Susan McDonald,Gaddy,"Gaddy, Susan McDonald",,REP,70194,17.0102118461292%,,,,,,,,
4350,South Carolina,SC,S,n/a,,,,,Party Votes:,REP,412658,,,,,,,,,
4351,South Carolina,SC,S,S0SC00198,,Alvin M.,Greene,"Greene, Alvin M.",,DEM,100362,58.9619011250477%,,,364598,27.6463192886834%,,,,
4352,South Carolina,SC,S,S0SC00180,,Vic,Rawl,"Rawl, Vic",,DEM,69853,41.0380988749523%,,,,,,,,
4353,South Carolina,SC,S,n/a,,,,,Party Votes:,DEM,170215,,,,,,,,,
4354,South Carolina,SC,S,S0SC00214,,Tom,Clements,"Clements, Tom",,GRE,*,,,,121472,9.21083960042281%,,,"* The Green Party nominated by convention on May 1, 2010.  Convention nominee is noted with an asterisk.",
4355,South Carolina,SC,S,n/a,,,Scattered,Scattered,,W,,,,,21953,1.66462692429599%,,,,
4356,South Carolina,SC,S,n/a,,,,,Total State Votes:,,582873,,,,1318794,,,,,
4357,,,,n/a,,,,,,,,,,,,,,,,
4358,South Dakota,SD,00,H0SD00054,,Kristi,Noem,"Noem, Kristi",,REP,34527,42.0850550334589%,,,153703,48.1185000594817%,,,,
4359,South Dakota,SD,00,H0SD00039,,Chris,Nelson,"Nelson, Chris",,REP,28380,34.5924598676272%,,,,,,,,
4360,South Dakota,SD,00,H0SD00021,,Blake,Curd,"Curd, Blake",,REP,19134,23.322485098914%,,,,,,,,
4361,South Dakota,SD,00,n/a,,,,,Party Votes:,REP,82041,,,,,,,,,
4362,South Dakota,SD,00,H2SD00092,(I),Stephanie Herseth,Sandlin,"Sandlin, Stephanie Herseth",,DEM,Unopposed,,,,146589,45.8913801631677%,,,,
4363,South Dakota,SD,00,H0SD00070,,B. Thomas,Marking,"Marking, B. Thomas",,IND,,,,,19134,5.99011977735062%,,,,
4364,South Dakota,SD,00,n/a,,,,,District Votes:,,82041,,,,319426,,,,,
4365,South Dakota,SD,H,n/a,,,,,Total State Votes:,,82041,,,,319426,,,,,
4366,South Dakota,SD,,n/a,,,,,,,,,,,,,,,,
4367,South Dakota,SD,S,S2SD00068,(I),John R.,Thune,"Thune, John R.",,REP,Unopposed,,,,227947,100%,,,,
4368,South Dakota,SD,S,n/a,,,,,Total State Votes:,,,,,,227947,,,,,
4369,,,,n/a,,,,,,,,,,,,,,,,
4370,Tennessee,TN,01,H6TN01388,(I),David Philip,Roe,"Roe, David Philip",,REP,78862,,,,123006,80.8393740840294%,,,,
4371,Tennessee,TN,01,H6TN01487,,Mahmood (Michael),Sabri,"Sabri, Mahmood (Michael)",,REP,3546,,,,,,,,,
4372,Tennessee,TN,01,n/a,,,,,Party Votes:,REP,82408,,,,,,,,,
4373,Tennessee,TN,01,H0TN01027 ,,Michael Edward,Clark,"Clark, Michael Edward",,DEM,9012,,,,26045,17.1167381917837%,,,,
4374,Tennessee,TN,01,n/a,,,,,Party Votes:,DEM,9012,,,,,,,,,
4375,Tennessee,TN,01,H0TN01035,,Kermit E.,Steck,"Steck, Kermit E.",,IND,,,,,3110,2.04388772418688%,,,,
4376,Tennessee,TN,01,n/a,,,,,District Votes:,,91420,,,,152161,,,,,
4377,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4378,Tennessee,TN,02,H8TN02069,(I),"John J., Jr.",Duncan,"Duncan, John J., Jr.",,REP,92414,,,,141796,81.7833660168416%,,,,
4379,Tennessee,TN,02,n/a,,,,,Party Votes:,REP,92414,,,,,,,,,
4380,Tennessee,TN,02,H0TN02058 ,,Dave,Hancock,"Hancock, Dave",,DEM,9778,,,,25400,14.6499019494751%,,,,
4381,Tennessee,TN,02,n/a,,,,,Party Votes:,DEM,9778,,,,,,,,,
4382,Tennessee,TN,02,H0TN02082,,"Joseph R., Jr.",Leinweber,"Leinweber, Joseph R., Jr.",,IND,,,,,2497,1.4401891798362%,,,,
4383,Tennessee,TN,02,H0TN02066 ,,D.H. (Andy),Andrew,"Andrew, D.H. (Andy)",,IND,,,,,1993,1.14949821201984%,,,,
4384,Tennessee,TN,02,H4TN02035,,Greg ,Samples,"Samples, Greg ",,IND,,,,,1185,0.683469835044411%,,,,
4385,Tennessee,TN,02,H0TN02074,,H. James,Headings,"Headings, H. James",,IND,,,,,509,0.293574806782789%,,,,
4386,Tennessee,TN,02,n/a,,,,,District Votes:,,102192,,,,173380,,,,,
4387,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4388,Tennessee,TN,03,H0TH03254,,Chuck ,Fleischmann,"Fleischmann, Chuck ",,REP,26869,,,,92032,56.7902453472874%,,,,
4389,Tennessee,TN,03,H0TN03296,,Robin,Smith,"Smith, Robin",,REP,25454,,,,,,,,,
4390,Tennessee,TN,03,H0TN03213,,Tim,Gobble,"Gobble, Tim",,REP,14274,,,,,,,,,
4391,Tennessee,TN,03,H0TN03270,,Van,Irion,"Irion, Van",,REP,10492,,,,,,,,,
4392,Tennessee,TN,03,H0TN03288,,Tommy ,Crangle,"Crangle, Tommy ",,REP,5149,,,,,,,,,
4393,Tennessee,TN,03,H0TN03239,,Art,Rhodes,"Rhodes, Art",,REP,4552,,,,,,,,,
4394,Tennessee,TN,03,H4TN03165,,"Jean ""Lady J""",Howard-Hill,"Howard-Hill, Jean ""Lady J""",,REP,1259,,,,,,,,,
4395,Tennessee,TN,03,H0TN03361,,Rick,Kernea,"Kernea, Rick",,REP,739,,,,,,,,,
4396,Tennessee,TN,03,H0TN03353 ,,Harvey,Howard,"Howard, Harvey",,REP,670,,,,,,,,,
4397,Tennessee,TN,03,H0TN03411,,"Basil, Sr.",Marceaux,"Marceaux, Basil, Sr.",,REP,655,,,,,,,,,
4398,Tennessee,TN,03,H0TN03379,,Grover,Travillian,"Travillian, Grover",,,440,,,,,,,,,
4399,Tennessee,TN,03,n/a,,,,,Party Votes:,REP,90553,,,,,,,,,
4400,Tennessee,TN,03,H0TN03346 ,,John ,Wolfe,"Wolfe, John ",,DEM,7006,,,,45387,28.0069852396702%,,,,
4401,Tennessee,TN,03,H0TN03312,,Brenda Freeman,Short,"Short, Brenda Freeman",,DEM,4530,,,,,,,,,
4402,Tennessee,TN,03,H0TN03338 ,,Brent Davis,Staton,"Staton, Brent Davis",,DEM,3814,,,,,,,,,
4403,Tennessee,TN,03,H0TN03320,,Alicia ,Mitchell,"Mitchell, Alicia ",,DEM,2647,,,,,,,,,
4404,Tennessee,TN,03,n/a,,"Larry J., Sr",Abeare,"Abeare, Larry J., Sr",,W(DEM),3,,,,,,,,,
4405,Tennessee,TN,03,n/a,,,,,Party Votes:,DEM,18000,,,,,,,,,
4406,Tennessee,TN,03,H0TN03403,,Savas T.,Kyriakidis,"Kyriakidis, Savas T.",,IND,,,,,17077,10.5377153576541%,,,,
4407,Tennessee,TN,03,H0TN03221,,Mark,DeVol,"DeVol, Mark",,IND,,,,,5773,3.56234881769265%,,,,
4408,Tennessee,TN,03,H0TN03429,,Don ,Barkman,"Barkman, Don ",,IND,,,,,811,0.500444290862418%,,,,
4409,Tennessee,TN,03,H0TN03387,,Gregory C.,Goodwin,"Goodwin, Gregory C.",,IND,,,,,380,0.234486844053907%,,,,
4410,Tennessee,TN,03,H0TN03395 ,,Robert ,Humphries,"Humphries, Robert ",,IND,,,,,380,0.234486844053907%,,,,
4411,Tennessee,TN,03,H0TN03304,,Mo,Kiah,"Kiah, Mo",,IND,,,,,216,0.133287258725379%,,,,
4412,Tennessee,TN,03,n/a,,,,,District Votes:,,108553,,,,162056,,,,,
4413,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4414,Tennessee,TN,04,H0TN04195,,Scott,DesJarlais,"DesJarlais, Scott",,REP,27812,,,,103969,57.0659362976217%,,,,
4415,Tennessee,TN,04,H0TN04203,,Jack,Bailey,"Bailey, Jack",,REP,20420,,,,,,,,,
4416,Tennessee,TN,04,H8TN04057,,Kent,Greenough,"Greenough, Kent",,REP,11413,,,,,,,,,
4417,Tennessee,TN,04,H0TN04229,,Ronald L. ,Harwell,"Harwell, Ronald L. ",,REP,9237,,,,,,,,,
4418,Tennessee,TN,04,H6TN04176,,"Donald ""Don""",Strong,"Strong, Donald ""Don""",,REP,5992,,,,,,,,,
4419,Tennessee,TN,04,n/a,,,,,Party Votes:,REP,74874,,,,,,,,,
4420,Tennessee,TN,04,H4TN04203,(I),Lincoln,Davis,"Davis, Lincoln",,DEM,41573,,,,70254,38.5606314252625%,,,,
4421,Tennessee,TN,04,n/a,,,,,Party Votes:,DEM,41573,,,,,,,,,
4422,Tennessee,TN,04,H0TN04237,,Paul H.,Curtis,"Curtis, Paul H.",,IND,,,,,3178,1.74432326514482%,,,,
4423,Tennessee,TN,04,H0TN04252 ,,Gerald,York,"York, Gerald",,IND,,,,,2159,1.18502011625163%,,,,
4424,Tennessee,TN,04,H8TN04065,,James,Gray,"Gray, James",,IND,,,,,1714,0.94077094916873%,,,,
4425,Tennessee,TN,04,H0TN04245 ,,Richard S.,Johnson,"Johnson, Richard S.",,IND,,,,,917,0.503317946550598%,,,,
4426,Tennessee,TN,04,n/a,,,,,District Votes:,,116447,,,,182191,,,,,
4427,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4428,Tennessee,TN,05 ,H2TN05131,(I),Jim,Cooper,"Cooper, Jim",,DEM,28660,,,,99162,56.2263979768884%,,,,
4429,Tennessee,TN,05,H0TN05200 ,,Eric,Pearson,"Pearson, Eric",,DEM,2214,,,,,,,,,
4430,Tennessee,TN,05,H0TN05218,,Eric,Schechter,"Schechter, Eric",,DEM,1213,,,,,,,,,
4431,Tennessee,TN,05,n/a,,,,,Party Votes:,DEM,32087,,,,,,,,,
4432,Tennessee,TN,05,H0TN05184,,David ,Hall,"Hall, David ",,REP,11933,,,,74204,42.0748233746499%,,,,
4433,Tennessee,TN,05,H0TN05143,,Jeffery Alan,Hartline,"Hartline, Jeffery Alan",,REP,10009,,,,,,,,,
4434,Tennessee,TN,05,H0TN05309,,CeCe,Heil,"Heil, CeCe",,REP,9767,,,,,,,,,
4435,Tennessee,TN,05,H8TN05260,,Vijay ,Kumar,"Kumar, Vijay ",,REP,3158,,,,,,,,,
4436,Tennessee,TN,05,H0TN05226 ,,Bob ,Schwartz,"Schwartz, Bob ",,REP,2375,,,,,,,,,
4437,Tennessee,TN,05,H0TN05168,,Lonnie ,Spivak,"Spivak, Lonnie ",,REP,1530,,,,,,,,,
4438,Tennessee,TN,05,H0TN05168,,Jarod D.,Scott,"Scott, Jarod D.",,REP,1385,,,,,,,,,
4439,Tennessee,TN,05,H0TN05127,,Patrick ,Miranda,"Miranda, Patrick ",,REP,1212,,,,,,,,,
4440,Tennessee,TN,05,H0TN05242 ,,Tracy C.,Tarum,"Tarum, Tracy C.",,REP,1129,,,,,,,,,
4441,Tennessee,TN,05,H0TN05150,,Bob ,Ries,"Ries, Bob ",,REP,562,,,,,,,,,
4442,Tennessee,TN,05,H0TN05234,,Alvin M.,Strauss,"Strauss, Alvin M.",,REP,319,,,,,,,,,
4443,Tennessee,TN,05,n/a,,,,,Party Votes:,REP,43379,,,,,,,,,
4444,Tennessee,TN,05,H0TN05101,,Stephen W. ,Collings,"Collings, Stephen W. ",,IND,,,,,584,0.331137093024574%,,,,
4445,Tennessee,TN,05,H0TN05275 ,,"John ""Big John""",Smith,"Smith, John ""Big John""",,IND,,,,,533,0.302219298941949%,,,,
4446,Tennessee,TN,05,H0TN05119,,Jackie ,Miller,"Miller, Jackie ",,IND,,,,,444,0.251754913189916%,,,,
4447,Tennessee,TN,05,H8TN05252,,John P.,Miglietta,"Miglietta, John P.",,IND,,,,,396,0.224538165818033%,,,,
4448,Tennessee,TN,05,H0TN05259 ,,Bill ,Crook,"Crook, Bill ",,IND,,,,,391,0.221703087966796%,,,,
4449,Tennessee,TN,05,H0TN05291,,"James G., II",Whitfield,"Whitfield, James G., II",,IND,,,,,333,0.188816184892437%,,,,
4450,Tennessee,TN,05,H0TN05267 ,,"Joe D., Jr.",Moore,"Moore, Joe D., Jr.",,IND,,,,,159,0.0901554756693619%,,,,
4451,Tennessee,TN,05,H0TN05283 ,,Clark ,Taylor,"Taylor, Clark ",,IND,,,,,156,0.0884544289586192%,,,,
4452,Tennessee,TN,05,n/a,,,,,District Votes:,,75466,,,,176362,,,,,
4453,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4454,Tennessee,TN,06,H0TN06257,,Diane ,Black,"Black, Diane ",,REP,24374,,,,128517,67.2568085239999%,,,,
4455,Tennessee,TN,06,H0TN06224,,Lou Ann,Zelenik,"Zelenik, Lou Ann",,REP,24091,,,,,,,,,
4456,Tennessee,TN,06,H0TN06240,,Jim ,Tracy,"Tracy, Jim ",,REP,23808,,,,,,,,,
4457,Tennessee,TN,06,H0TN06208,,Dave ,Evans,"Evans, Dave ",,REP,3974,,,,,,,,,
4458,Tennessee,TN,06,H0TN06216,,Kerry E.,Roberts,"Roberts, Kerry E.",,REP,2482,,,,,,,,,
4459,Tennessee,TN,06,H0TN06323,,Bruce ,McLellan,"McLellan, Bruce ",,REP,695,,,,,,,,,
4460,Tennessee,TN,06,H0TN06216,,Gary Dewitt ,Mann,"Mann, Gary Dewitt ",,REP,465,,,,,,,,,
4461,Tennessee,TN,06,n/a,,,,,Party Votes:,REP,79889,,,,,,,,,
4462,Tennessee,TN,06,H0TN06273,,Brett ,Carter,"Carter, Brett ",,DEM,9430,,,,56145,29.3823658705072%,,,,
4463,Tennessee,TN,06,H0TN06281,,Ben,Leming,"Leming, Ben",,DEM,9208,,,,,,,,,
4464,Tennessee,TN,06,H0TN06307,,Henry Clay,Barry,"Barry, Henry Clay",,DEM,8917,,,,,,,,,
4465,Tennessee,TN,06,H0TN06315 ,,Devora E.,Butler,"Butler, Devora E.",,DEM,2777,,,,,,,,,
4466,Tennessee,TN,06,H0TN06265,,George T.,Erdel,"Erdel, George T.",,DEM,817,,,,,,,,,
4467,Tennessee,TN,06,n/a,,,,,Party Votes:,DEM,31149,,,,,,,,,
4468,Tennessee,TN,06,H0TN06331,,Jim ,Boyd,"Boyd, Jim ",,IND,,,,,2157,1.128822926043%,,,,
4469,Tennessee,TN,06,H0TN06349 ,,David ,Purcell,"Purcell, David ",,IND,,,,,1296,0.678235749722635%,,,,
4470,Tennessee,TN,06,H0TN04211,,Tommy N. ,Hay,"Hay, Tommy N. ",,IND,,,,,1270,0.664629168323879%,,,,
4471,Tennessee,TN,06,H0TN06299,,Brandon E.,Gore,"Gore, Brandon E.",,IND,,,,,1103,0.577233049339557%,,,,
4472,Tennessee,TN,06,H0TN06356,,Stephen R. ,Sprague,"Sprague, Stephen R. ",,IND,,,,,596,0.311904712063804%,,,,
4473,Tennessee,TN,06,n/a,,,,,District Votes:,,111038,,,,191084,,,,,
4474,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4475,Tennessee,TN,07,H2TN06030,(I),Marsha ,Blackburn,"Blackburn, Marsha ",,REP,97088,,,,158916,72.3717227654236%,,,,
4476,Tennessee,TN,07,n/a,,,,,Party Votes:,REP,97088,,,,,,,,,
4477,Tennessee,TN,07,H2TN07214,,Greg ,Rabidoux,"Rabidoux, Greg ",,DEM,23235,,,,54347,24.7500944972972%,,,,
4478,Tennessee,TN,07,n/a,,,,,Party Votes:,DEM,23235,,,,,,,,,
4479,Tennessee,TN,07,H0TN07230 ,,J. W. (Bill) ,Stone,"Stone, J. W. (Bill) ",,IND,,,,,6320,2.8781827372793%,,,,
4480,Tennessee,TN,07,n/a,,,,,District Votes:,,120323,,,,219583,,,,,
4481,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4482,Tennessee,TN,08,H0TN08246,,Stephen Lee,Fincher,"Fincher, Stephen Lee",,REP,35024,,,,98759,58.9940563304561%,,,,
4483,Tennessee,TN,08,H0TN08261,,Ron ,Kirkland,"Kirkland, Ron ",,REP,17637,,,,,,,,,
4484,Tennessee,TN,08,H0TN08287,,George  ,Flinn,"Flinn, George  ",,REP,17308,,,,,,,,,
4485,Tennessee,TN,08,H0TN08303,,Randy ,Smith,"Smith, Randy ",,REP,1546,,,,,,,,,
4486,Tennessee,TN,08,H0TN08337 ,,Ben ,Watts,"Watts, Ben ",,REP,720,,,,,,,,,
4487,Tennessee,TN,08,H2TN08077,,James,Hart,"Hart, James",,W(REP)/W,4,,,,9,0.00537618350706371%,,,,
4488,Tennessee,TN,08,n/a,,,,,Party Votes:,REP,72239,,,,,,,,,
4489,Tennessee,TN,08,H0TN08253,,Roy,Herron,"Herron, Roy",,DEM,27139,,,,64960,38.8040978465398%,,,,
4490,Tennessee,TN,08,H0TN08311 ,,Kimberlee E.,Smith,"Smith, Kimberlee E.",,DEM,12971,,,,,,,,,
4491,Tennessee,TN,08,n/a,,,,,Party Votes:,DEM,40110,,,,,,,,,
