1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
4492,Tennessee,TN,08,H0TN08238,,Donn ,Janes,"Janes, Donn ",,IND,,,,,2440,1.45754308413727%,,,,
4493,Tennessee,TN,08,H0TN08329 ,,Mark J. ,Rawles,"Rawles, Mark J. ",,IND,,,,,1237,0.738926555359756%,,,,
4494,Tennessee,TN,08,n/a,,,,,District Votes:,,112349,,,,167405,,,,,
4495,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,
4496,Tennessee,TN,09,H6TN09068,(I),Steve,Cohen,"Cohen, Steve",,DEM,63402,,,,99827,73.9969015692292%,,,,
4497,Tennessee,TN,09,H0TN09046,,Willie W. ,Herenton,"Herenton, Willie W. ",,DEM,17153,,,,,,,,,
4498,Tennessee,TN,09,n/a,,,,,Party Votes:,DEM,80555,,,,,,,,,
4499,Tennessee,TN,09,H0TN09061,,Charlotte ,Bergmann,"Bergmann, Charlotte ",,REP,13295,,,,33879,25.1128555226934%,,,,
4500,Tennessee,TN,09,H0TN09095,,James,Harrell,"Harrell, James",,REP,7165,,,,,,,,,
4501,Tennessee,TN,09,H0TN09053,,Kevin,Millen,"Millen, Kevin",,REP,1199,,,,,,,,,
4502,Tennessee,TN,09,n/a,,,,,Party Votes:,REP,21659,,,,,,,,,
4503,Tennessee,TN,09,H0TN09087 ,,Sandra ,Sullivan,"Sullivan, Sandra ",,IND,,,,,673,0.498862179130809%,,,,
4504,Tennessee,TN,09,H0TN09079,,Perry ,Steele,"Steele, Perry ",,IND,,,,,528,0.391380728946608%,,,,
4505,Tennessee,TN,09,n/a,,,,,District Votes:,,102214,,,,134907,,,,,
4506,Tennessee,TN,H,n/a,,,,,Total State Votes:,,940002,,,,1559129,,,,,
4507,,,,n/a,,,,,,,,,,,,,,,,
4508,Texas,TX,01,H4TX04039,(I),Louie ,Gohmert,"Gohmert, Louie ",,REP,54478,100%,,,129398,89.7294898376662%,,,,
4509,Texas,TX,01,n/a,,,,,Party Votes:,REP,54478,,,,,,,,,
4510,Texas,TX,01,H0TX01090,,"Charles F., III",Parkes,"Parkes, Charles F., III",,LIB,*,,,,14811,10.2705101623338%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4511,Texas,TX,01,H6TX01220,,Donald,Perkison,"Perkison, Donald",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4512,Texas,TX,01,n/a,,,,,District Votes:,,54478,,,,144209,,,,,
4513,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4514,Texas,TX,02,H4TX02108,(I),Ted,Poe,"Poe, Ted",,REP,39685,100%,,,130020,88.6111319353102%,,,,
4515,Texas,TX,02,n/a,,,,,Party Votes:,REP,39685,,,,,,,,,
4516,Texas,TX,02,H0TX02072,,David W.,Smith,"Smith, David W.",,LIB,*,,,,16711,11.3888680646898%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4517,Texas,TX,02,n/a,,,,,District Votes:,,39685,,,,146731,,,,,
4518,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4519,Texas,TX,03,H2TX03118,(I),Sam,Johnson,"Johnson, Sam",,REP,40661,100%,,,101180,66.2814768231009%,,,,
4520,Texas,TX,03,n/a,,,,,Party Votes:,REP,40661,,,,,,,,,
4521,Texas,TX,03,H0TX03088,,John,Lingenfelder,"Lingenfelder, John",,DEM,5306,100%,,,47848,31.3444959777795%,,,,
4522,Texas,TX,03,n/a,,,,,Party Votes:,DEM,5306,,,,,,,,,
4523,Texas,TX,03,H2TX27117,,Christopher J.,Claytor,"Claytor, Christopher J.",,LIB,*,,,,3602,2.35961533422425%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4524,Texas,TX,03,H8TX03065,,Harry,Pierce,"Pierce, Harry",,W,,,,,22,0.0144118648953175%,,,,
4525,Texas,TX,03,n/a,,,,,District Votes:,,45967,,,,152652,,,,,
4526,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4527,Texas,TX,04,H0TX04037,(I),Ralph M.,Hall,"Hall, Ralph M.",,REP,39579,57.3575444901745%,,,136338,73.1874644364042%,,,,
4528,Texas,TX,04,H4TX04070,,Steve,Clark,"Clark, Steve",,REP,20496,29.7026259347284%,,,,,,,,
4529,Texas,TX,04,H0TX04102,,John,Cooper,"Cooper, John",,REP,3748,5.43156918439511%,,,,,,,,
4530,Texas,TX,04,H6TX04067,,Jerry Ray (Tea),Hall,"Hall, Jerry Ray (Tea)",,REP,3190,4.62292041041099%,,,,,,,,
4531,Texas,TX,04,H0TX04136,,Lou,Gigliotti,"Gigliotti, Lou",,REP,1044,1.51295577067996%,,,,,,,,
4532,Texas,TX,04,H8TX04121,,Joshua,Kowert,"Kowert, Joshua",,REP,947,1.37238420961104%,,,,,,,,
4533,Texas,TX,04,n/a,,,,,Party Votes:,REP,69004,,,,,,,,,
4534,Texas,TX,04,H8TX04139,,VaLinda,Hathcox,"Hathcox, VaLinda",,DEM,13783,100%,,,40975,21.9957484727784%,,,,
4535,Texas,TX,04,n/a,,,,,Party Votes:,DEM,13783,,,,,,,,,
4536,Texas,TX,04,H0TX04110,,Jim D.,Prindle,"Prindle, Jim D.",,LIB,*,,,,4729,2.53856972612005%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4537,Texas,TX,04,H0TX04144,,Shane,Shepard,"Shepard, Shane",,IND,,,,,4244,2.27821736469729%,,,,
4538,Texas,TX,04,n/a,,,,,District Votes:,,82787,,,,186286,,,,,
4539,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4540,Texas,TX,05,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",,REP,49295,100%,,,106742,70.5270599739675%,,,,
4541,Texas,TX,05,n/a,,,,,Party Votes:,REP,49295,,,,,,,,,
4542,Texas,TX,05,H0TX05091,,Tom,Berry,"Berry, Tom",,DEM,17262,100%,,,41649,27.5185168055289%,,,,
4543,Texas,TX,05,n/a,,,,,Party Votes:,DEM,17262,,,,,,,,,
4544,Texas,TX,05,H8TX05052,,Ken,Ashby,"Ashby, Ken",,LIB,*,,,,2958,1.9544232205036%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4545,Texas,TX,05,n/a,,,,,District Votes:,,66557,,,,151349,,,,,
4546,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4547,Texas,TX,06,H4TX06117,(I),Joe L. ,Barton,"Barton, Joe L. ",,REP,46095,100%,,,107140,65.9091887768598%,,,,
4548,Texas,TX,06,n/a,,,,,Party Votes:,REP,46095,,,,,,,,,
4549,Texas,TX,06,H0TX06065,,David E.,Cozad,"Cozad, David E.",,DEM,8743,100%,,,50717,31.1995177076349%,,,,
4550,Texas,TX,06,n/a,,,,,Party Votes:,DEM,8743,,,,,,,,,
4551,Texas,TX,06,H0TX06073,,Byron,Severns,"Severns, Byron",,LIB,*,,,,4700,2.89129351550533%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4552,Texas,TX,06,n/a,,,,,District Votes:,,54838,,,,162557,,,,,
4553,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4554,Texas,TX,07,H0TX07055,(I),John,Culberson,"Culberson, John",,REP,43567,100%,,,143655,81.4472326480627%,,,,
4555,Texas,TX,07,n/a,,,,,Party Votes:,REP,43567,,,,,,,,,
4556,Texas,TX,07,H0TX07121,,Bob,Townsend,"Townsend, Bob",,LIB,*,,,,31704,17.9750308995453%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4557,Texas,TX,07,H8TX07066,,Drew,Parks,"Parks, Drew",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4558,Texas,TX,07,H0TX07147,,Lissa,Squiers,"Squiers, Lissa",,W,,,,,1019,0.577736452392022%,,,,
4559,Texas,TX,07,n/a,,,,,District Votes:,,43567,,,,176378,,,,,
4560,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4561,Texas,TX,08,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",,REP,52595,79.3096688581941%,,,161417,80.2674304695697%,,,,
4562,Texas,TX,08,H0TX08095,,Scott,Baker,"Baker, Scott",,REP,8614,12.9893238434164%,,,,,,,,
4563,Texas,TX,08,H0TX08079,,Tyler,Russell,"Russell, Tyler",,REP,3542,5.34109415525665%,,,,,,,,
4564,Texas,TX,08,H0TX08103,,Melecio,Franco,"Franco, Melecio",,REP,1565,2.35991314313288%,,,,,,,,
4565,Texas,TX,08,n/a,,,,,Party Votes:,REP,66316,,,,,,,,,
4566,Texas,TX,08,H8TX08056,,Kent,Hargett,"Hargett, Kent",,DEM,15030,100%,,,34694,17.2521991655851%,,,,
4567,Texas,TX,08,n/a,,,,,Party Votes:,DEM,15030,,,,,,,,,
4568,Texas,TX,08,H0TX08087,,Bruce,West,"West, Bruce",,LIB,*,,,,4988,2.48037036484518%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4569,Texas,TX,08,n/a,,,,,District Votes:,,81346,,,,201099,,,,,
4570,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4571,Texas,TX,09,H4TX09095,(I),Al,Green,"Green, Al",,DEM,21465,100%,,,80107,75.7391246797205%,,,,
4572,Texas,TX,09,n/a,,,,,Party Votes:,DEM,21465,,,,,,,,,
4573,Texas,TX,09,H0TX09143,,Steve,Mueller,"Mueller, Steve",,REP,4629,66.6426720414627%,,,24201,22.8814280446642%,,,,
4574,Texas,TX,09,H0TX09135,,Dave,Bannen,"Bannen, Dave",,REP,2317,33.3573279585373%,,,,,,,,
4575,Texas,TX,09,n/a,,,,,Party Votes:,REP,6946,,,,,,,,,
4576,Texas,TX,09,H0TX09150,,Michael W.,Hope,"Hope, Michael W.",,LIB,*,,,,1459,1.37944727561527%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4577,Texas,TX,09,n/a,,,,,District Votes:,,28411,,,,105767,,,,,
4578,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4579,Texas,TX,10,H4TX10093,(I),Michael,McCaul,"McCaul, Michael",,REP,46881,82.8652231551038%,,,144980,64.6738427361255%,,,,
4580,Texas,TX,10,H0TX10182,,Rick,Martin,"Martin, Rick",,REP,5038,8.90499337163058%,,,,,,,,
4581,Texas,TX,10,H0TX10174,,Joe,Petronis,"Petronis, Joe",,REP,4656,8.22978347326558%,,,,,,,,
4582,Texas,TX,10,n/a,,,,,Party Votes:,REP,56575,,,,,,,,,
4583,Texas,TX,10,H6TX10106,,Ted,Ankrum,"Ankrum, Ted",,DEM,15373,100%,,,74086,33.048877865558%,,,,
4584,Texas,TX,10,n/a,,,,,Party Votes:,DEM,15373,,,,,,,,,
4585,Texas,TX,10,H0TX10190,,"Jeremiah ""JP""",Perkins,"Perkins, Jeremiah ""JP""",,LIB,*,,,,5105,2.27727939831646%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4586,Texas,TX,10,n/a,,,,,District Votes:,,71948,,,,224171,,,,,
4587,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4588,Texas,TX,11,H4TX19136,(I),Mike,Conaway,"Conaway, Mike",,REP,55610,77.3693583393622%,,,125581,80.8426676966654%,,,,
4589,Texas,TX,11,H0TX11115,,Chris,Younts,"Younts, Chris",,REP,9586,13.3368579219767%,,,,,,,,
4590,Texas,TX,11,H0TX11123,,Al,Cowan,"Cowan, Al",,REP,6680,9.29378373866103%,,,,,,,,
4591,Texas,TX,11,n/a,,,,,Party Votes:,REP,71876,,,,,,,,,
4592,Texas,TX,11,H0TX11131,,James,Quillian,"Quillian, James",,DEM,8378,100%,,,23989,15.4428994463757%,,,,
4593,Texas,TX,11,n/a,,,,,Party Votes:,DEM,8378,,,,,,,,,
4594,Texas,TX,11,H0TX11149,,James A.,Powell,"Powell, James A.",,LIB,*,,,,4321,2.78164027294966%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4595,Texas,TX,11,H0TX11156,,Jim,Howe,"Howe, Jim",,GRE,,,,,1449,0.93279258400927%,,,,
4596,Texas,TX,11,n/a,,,,,District Votes:,,80254,,,,155340,,,,,
4597,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4598,Texas,TX,12,H6TX12060,(I),Kay ,Granger,"Granger, Kay ",,REP,40325,69.9734508667511%,,,109882,71.857282054971%,,,,
4599,Texas,TX,12,H0TX12188,,Mike,Brasovan,"Brasovan, Mike",,REP,10943,18.9887036040882%,,,,,,,,
4600,Texas,TX,12,H0TX12204,,Matthew E.,Kelly,"Kelly, Matthew E.",,REP,6361,11.0378455291607%,,,,,,,,
4601,Texas,TX,12,n/a,,,,,Party Votes:,REP,57629,,,,,,,,,
4602,Texas,TX,12,H8TX12058,,Tracey,Smith,"Smith, Tracey",,DEM,6849,100%,,,38434,25.1338961658939%,,,,
4603,Texas,TX,12,n/a,,,,,Party Votes:,DEM,6849,,,,,,,,,
4604,Texas,TX,12,H0TX12212,,Matthew,Solodow,"Solodow, Matthew",,LIB,*,,,,4601,3.00882177913509%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4605,Texas,TX,12,H0TX12220,,Robert,Harrison,"Harrison, Robert",,LIB,,,,,,,,,,
4606,Texas,TX,12,n/a,,,,,District Votes:,,64478,,,,152917,,,,,
4607,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4608,Texas,TX,13,H4TX13014,(I),Mac,Thornberry,"Thornberry, Mac",,REP,59070,100%,,,113201,87.0488992102612%,,,,
4609,Texas,TX,13,n/a,,,,,Party Votes:,REP,59070,,,,,,,,,
4610,Texas,TX,13,H0TX13095,,Keith,Dyer,"Dyer, Keith",,IND,,,,,11192,8.60638404220143%,,,,
4611,Texas,TX,13,H0TX13079,,"John T., Jr.",Burwell,"Burwell, John T., Jr.",,LIB,*,,,,5650,4.34471674753735%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4612,Texas,TX,13,n/a,,,,,District Votes:,,59070,,,,130043,,,,,
4613,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4614,Texas,TX,14,H6TX22101,(I),Ron,Paul,"Paul, Ron",,REP,45990,80.7678122969389%,,,140623,75.9902514941585%,,,,
4615,Texas,TX,14,H0TX14143,,Tim,Graney,"Graney, Tim",,REP,5499,9.65736464059289%,,,,,,,,
4616,Texas,TX,14,H0TX14119,,John,Gay,"Gay, John",,REP,3004,5.27563618482289%,,,,,,,,
4617,Texas,TX,14,H0TX14135,,Gerald D.,Wall,"Wall, Gerald D.",,REP,2448,4.29918687764528%,,,,,,,,
4618,Texas,TX,14,n/a,,,,,Party Votes:,REP,56941,,,,,,,,,
4619,Texas,TX,14,H0TX14168,,Robert,Pruett,"Pruett, Robert",,DEM,6842,41.5876489180647%,1575,54.6116504854369%,44431,24.0097485058415%,,,,
4620,Texas,TX,14,H0TX14150,,Winston,Cochran,"Cochran, Winston",,DEM,5112,31.0722100656455%,1309,45.3883495145631%,,,,,,
4621,Texas,TX,14,H0TX14127,,Jeff,Cherry,"Cherry, Jeff",,DEM,4498,27.3401410162898%,,,,,,,,
4622,Texas,TX,14,n/a,,,,,Party Votes:,DEM,16452,,2884,,,,,,,
4623,Texas,TX,14,n/a,,,,,District Votes:,,73393,,2884,,185054,,,,,
4624,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4625,Texas,TX,15,H6TX15055,(I),Rub‚n,Hinojosa,"Hinojosa, Rub‚n",,DEM,37430,83.7135444623367%,,,53546,55.7306411323897%,,,,
4626,Texas,TX,15,H0TX15066,,"Doug ""La Perla""",Purl,"Purl, Doug ""La Perla""",,DEM,7282,16.2864555376633%,,,,,,,,
4627,Texas,TX,15,n/a,,,,,Party Votes:,DEM,44712,,,,,,,,,
4628,Texas,TX,15,H6TX15113,,Eddie,Zamora,"Zamora, Eddie",,REP,4201,32.5356257744734%,1558,56.7577413479053%,39964,41.5945045795171%,,,,
4629,Texas,TX,15,H4TX15076,,Paul B.,Haring,"Haring, Paul B.",,REP,5401,41.8293060718711%,1187,43.2422586520947%,,,,,,
4630,Texas,TX,15,H0TX15058,,Daniel,Garza,"Garza, Daniel",,REP,3310,25.6350681536555%,,,,,,,,
4631,Texas,TX,15,n/a,,,,,Party Votes:,REP,12912,,2745,,,,,,,
4632,Texas,TX,15,H0TX15082,,Aaron I.,Cohn,"Cohn, Aaron I.",,LIB,*,,,,2570,2.67485428809326%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4633,Texas,TX,15,H0TX15074,,Jenell,Redding,"Redding, Jenell",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4634,Texas,TX,15,n/a,,,,,District Votes:,,57624,,2745,,96080,,,,,
4635,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4636,Texas,TX,16,H6TX00115,(I),Silvestre,Reyes,"Reyes, Silvestre",,DEM,26066,100%,,,49301,58.0749658389483%,,,,
4637,Texas,TX,16,n/a,,,,,Party Votes:,DEM,26066,,,,,,,,,
4638,Texas,TX,16,H0TX16064,,Tim,Besco,"Besco, Tim",,REP,9817,100%,,,31051,36.5770626207416%,,,,
4639,Texas,TX,16,n/a,,,,,Party Votes:,REP,9817,,,,,,,,,
4640,Texas,TX,16,H0TX16072,,Bill,Collins,"Collins, Bill",,LIB,*,,,,4319,5.08764076709231%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4641,Texas,TX,16,H0TX16080,,Tim,Collins,"Collins, Tim",,W,,,,,221,0.260330773217735%,,,,
4642,Texas,TX,16,n/a,,,,,District Votes:,,35883,,,,84892,,,,,
4643,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4644,Texas,TX,17,H0TX17104,,Bill,Flores,"Flores, Bill",,REP,21479,33.0446153846154%,21913,65.133906013138%,106696,61.801879032912%,,,,
4645,Texas,TX,17,H8TX17107,,Rob,Curnock,"Curnock, Rob",,REP,18679,28.7369230769231%,11730,34.8660939868621%,,,,,,
4646,Texas,TX,17,H4TX17072,,Dave,McIntyre,"McIntyre, Dave",,REP,11870,18.2615384615385%,,,,,,,,
4647,Texas,TX,17,H0TX17062,,Chuck,Wilson,"Wilson, Chuck",,REP,9853,15.1584615384615%,,,,,,,,
4648,Texas,TX,17,H0TX17070,,Timothy,Delasandro,"Delasandro, Timothy",,REP,3119,4.79846153846154%,,,,,,,,
4649,Texas,TX,17,n/a,,,,,Party Votes:,REP,65000,,33643,,,,,,,
4650,Texas,TX,17,H8TX06035,(I),Chet,Edwards,"Edwards, Chet",,DEM,11244,100%,,,63138,36.5716337855215%,,,,
4651,Texas,TX,17,n/a,,,,,Party Votes:,DEM,11244,,,,,,,,,
4652,Texas,TX,17,H0TX17112,,Richard B.,Kelly,"Kelly, Richard B.",,LIB,*,,,,2808,1.62648718156648%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4653,Texas,TX,17,n/a,,,,,District Votes:,,76244,,33643,,172642,,,,,
4654,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4655,Texas,TX,18,H4TX18054,(I),Sheila Jackson,Lee,"Lee, Sheila Jackson",,DEM,21570,66.9647014994878%,,,85108,70.1510867862942%,,,,
4656,Texas,TX,18,H0TX18219,,Jarvis,Johnson,"Johnson, Jarvis",,DEM,9133,28.3536680016144%,,,,,,,,
4657,Texas,TX,18,H0TX18227,,Sean,Roberts,"Roberts, Sean",,DEM,1508,4.68163049889789%,,,,,,,,
4658,Texas,TX,18,n/a,,,,,Party Votes:,DEM,32211,,,,,,,,,
4659,Texas,TX,18,H8TX18139,,John ,Faulk,"Faulk, John ",,REP,5188,56.8236582694414%,,,33067,27.2557924844009%,,,,
4660,Texas,TX,18,H0TX18201,,Brenda,Page,"Page, Brenda",,REP,2743,30.0438116100767%,,,,,,,,
4661,Texas,TX,18,H0TX18193,,Tex,Christopher,"Christopher, Tex",,REP,1199,13.1325301204819%,,,,,,,,
4662,Texas,TX,18,n/a,,,,,Party Votes:,REP,9130,,,,,,,,,
4663,Texas,TX,18,H8TX18154,,Mike,Taylor,"Taylor, Mike",,LIB,*,,,,3118,2.57004146025832%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4664,Texas,TX,18,H0TX18235,,"Charles B. ""ChuckM""",Meyer,"Meyer, Charles B. ""ChuckM""",,W,,,,,28,0.0230792690465789%,,,,
4665,Texas,TX,18,n/a,,,,,District Votes:,,41341,,,,121321,,,,,
4666,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4667,Texas,TX,19,H4TX19102,(I),Randy,Neugebauer,"Neugebauer, Randy",,REP,63780,100%,,,106059,77.7798148990158%,,,,
4668,Texas,TX,19,n/a,,,,,Party Votes:,REP,63780,,,,,,,,,
4669,Texas,TX,19,H0TX19043,,Andy,Wilson,"Wilson, Andy",,DEM,8256,100%,,,25984,19.0557209698001%,,,,
4670,Texas,TX,19,n/a,,,,,Party Votes:,DEM,8256,,,,,,,,,
4671,Texas,TX,19,H4TX19235,,"Richard ""Chip""",Peterson,"Peterson, Richard ""Chip""",,LIB,*,,,,4315,3.16446413118409%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4672,Texas,TX,19,n/a,,,,,District Votes:,,72036,,,,136358,,,,,
4673,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4674,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzales,"Gonzales, Charles A.",,DEM,16935,100%,,,58645,63.6166404512665%,,,,
4675,Texas,TX,20,n/a,,,,,Party Votes:,DEM,16935,,,,,,,,,
4676,Texas,TX,20,H0TX20066,,Clayton,Trotter,"Trotter, Clayton",,REP,3838,32.4594046008119%,2430,71.7449069973428%,31757,34.4492054021804%,,,,
4677,Texas,TX,20,H0TX20074,,"Joseph ""Jamie""",Martinez,"Martinez, Joseph ""Jamie""",,REP,3510,29.6853856562923%,957,28.2550930026572%,,,,,,
4678,Texas,TX,20,H0TX20082,,"Charles A., Jr.",Shipp,"Shipp, Charles A., Jr.",,REP,2479,20.9658322056834%,,,,,,,,
4679,Texas,TX,20,H0TX20058,,Alan,Strack,"Strack, Alan",,REP,1997,16.8893775372125%,,,,,,,,
4680,Texas,TX,20,n/a,,,,,Party Votes:,REP,11824,,3387,,,,,,,
4681,Texas,TX,20,H8TX28039,,"Michael ""Commander""",Idrogo,"Idrogo, Michael ""Commander""",,LIB,*,,,,1783,1.93415414655313%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4682,Texas,TX,20,n/a,,,,,District Votes:,,28759,,3387,,92185,,,,,
4683,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4684,Texas,TX,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",,REP,61923,81.3823285888893%,,,162924,68.8765351201674%,,,,
4685,Texas,TX,21,H0TX21106,,Stephen,Schoppe,"Schoppe, Stephen",,REP,14166,18.6176714111107%,,,,,,,,
4686,Texas,TX,21,n/a,,,,,Party Votes:,REP,76089,,,,,,,,,
4687,Texas,TX,21,H0TX21080,,Lainey,Melnick,"Melnick, Lainey",,DEM,14773,100%,,,65927,27.870806823226%,,,,
4688,Texas,TX,21,n/a,,,,,Party Votes:,DEM,14773,,,,,,,,,
4689,Texas,TX,21,H6TX21178,,James Arthur,Strohm,"Strohm, James Arthur",,LIB,*,,,,7694,3.25265805660657%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",
4690,Texas,TX,21,n/a,,,,,District Votes:,,90862,,,,236545,,,,,
4691,Texas,TX,,n/a,,,,,,,,,,,,,,,,
4692,Texas,TX,22,H8TX22107,(I),Pete,Olson,"Olson, Pete",,REP,43418,100%,,,140537,67.493504560015%,,,,
4693,Texas,TX,22,n/a,,,,,Party Votes:,REP,43418,,,,,,,,,
4694,Texas,TX,22,H0TX22112,,Kesha,Rogers,"Rogers, Kesha",,DEM,7467,52.2862544639731%,,,62082,29.8151501034948%,,,,
