1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (MS Senate),GE RUNOFF ELECTION % (MS Senate),"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
4269,UT,Utah,03,H8UT03444,,Gregory C.,Duerden,"Duerden, Gregory C.",,IAP,*,,,,6686,2.58288327963594%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4270,UT,Utah,03,H8UT03485,,Timothy L.,Zeidner,"Zeidner, Timothy L.  #",,UUP,,,,,6630,2.5612497971861%,,,,,,#  Melanie McCoard withdrew after the convention and Timothy Zeidner was selected by the party to be the nominee.
4271,UT,Utah,03,H8UT03451,,Melanie,McCoard,"McCoard, Melanie  #",,UUP,*,,,,,,,,,,,#  Melanie McCoard withdrew after the convention and Timothy Zeidner was selected by the party to be the nominee.
4272,UT,Utah,03,n/a,,,,,District Votes:,,90562,,,,258858,,,,,,,
4273,UT,Utah,,n/a,,,,,,,,,,,,,,,,,,
4274,UT,Utah,04,H8UT04053,,Ben,McAdams,"McAdams, Ben",,D,*,,,,134964,50.1219960560179%,,,,,W,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4275,UT,Utah,04,H8UT04061,,Sheldon,Kirkham,"Kirkham, Sheldon",,D,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4276,UT,Utah,04,H8UT04046,,Darlene,McDonald,"McDonald, Darlene",,D,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4277,UT,Utah,04,H8UT04079,,Morgan,Shepherd,"Shepherd, Morgan",,D,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4278,UT,Utah,04,H8UT04038,,Tom,Taylor,"Taylor, Tom",,D,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4279,UT,Utah,04,H2UT04023,(I),Mia B.,Love,"Love, Mia B.",,R,*,,,,134270,49.8642631401079%,,,,,,"*  Conventions are held by the political parties prior to the primary election.  If one candidate achieves the required convention vote (in accordance with party rules) and there are no candidates that qualified for a primary election by gathering petition signatures, then the candidate is the nominee and the primary election is not held.  If a convention candidate does not achieve the required convention vote, then the top two convention vote-getters will participate in the primary election, along with any candidates that qualified by the signature-gathering method.  For the Democratic and Republican parties, the required convention vote for nomination was 60%.  The Libertarian Party convention was held on April 14, 2018.  The Republican, Green and Independent American Party conventions were held on April 21, 2018.  The Democratic, Constitution and United Utah Party conventions were held on April 28, 2018.  Convention nominees are noted with an asterisk."
4280,UT,Utah,04,n/a,,Jonathan LaRele,Peterson,"Peterson, Jonathan LaRele",,W,,,,,37,0.0137408038741639%,,,,,,
4281,UT,Utah,04,n/a,,,,,District Votes:,,,,,,269271,,,,,,,
4282,UT,Utah,H,n/a,,,,,,,,,,,,,,,,,,
4283,UT,Utah,H,n/a,,,,,Total State Votes:,,103274,,,,1052506,,,,,,,
4284,,,,n/a,,,,,,,,,,,,,,,,,,
4285,VT,Vermont,00,H6VT00160,(I),Peter ,Welch,"Welch, Peter ",,D,56041,83.9641016420952%,,,188547,69.2040036557032%,,,,,W,
4286,VT,Vermont,00,H8VT01040,,Dan ,Freilich,"Freilich, Dan ",,D,7889,11.8197890447081%,,,,,,,,,,
4287,VT,Vermont,00,H8VT01057,,Benjamin,Mitchell,"Mitchell, Benjamin",,D,2680,4.01534220304447%,,,,,,,,,,
4288,VT,Vermont,00,n/a,,,Scattered,Scattered,,W(D),75,0.112369651204603%,,,,,,,,,,
4289,VT,Vermont,00,H8VT00158,,H. Brooke ,Paige,"Paige, H. Brooke ",,W(D),32,0.0479443845139638%,,,,,,,,,,
4290,VT,Vermont,00,H8VT01065,,Anya ,Tynio,"Tynio, Anya ",,W(D),21,0.0314635023372887%,,,,,,,,,,
4291,VT,Vermont,00,n/a,,John,Rodgers,"Rodgers, John",,W(D),6,0.00898957209636821%,,,,,,,,,,
4292,VT,Vermont,00,n/a,,,,,Party Votes:,D,66744,,,,,,,,,,,
4293,VT,Vermont,00,H8VT01065,,Anya ,Tynio,"Tynio, Anya  #",,R,,,,,70705,25.9514554910791%,,,,,,"#  H. Brooke Paige won the Republican primaries for U.S. House and Senate (in addition to several state offices.)ÿ He then officially withdrew as a candidate for these offices on August 24, 2018.  On August 29, 2018, the Republican State Committee met to select replacement candidates for the general election ballot.ÿ The party selected Anya Tynio for the U.S. House of Representatives nomination.ÿ"
4294,VT,Vermont,00,H8VT00158,,H. Brooke ,Paige,"Paige, H. Brooke  #",,R,14703,59.8193579885268%,,,,,,,,,,"#  H. Brooke Paige won the Republican primaries for U.S. House and Senate (in addition to several state offices.)ÿ He then officially withdrew as a candidate for these offices on August 24, 2018.  On August 29, 2018, the Republican State Committee met to select replacement candidates for the general election ballot.ÿ The party selected Anya Tynio for the U.S. House of Representatives nomination.ÿ"
4295,VT,Vermont,00,H8VT01065,,Anya ,Tynio,"Tynio, Anya ",,R,8481,34.505065299646%,,,,,,,,,,
4296,VT,Vermont,00,n/a,,,Scattered,Scattered,,W(R),234,0.952032222629074%,,,,,,,,,,
4297,VT,Vermont,00,H6VT00160,,Peter,Welch,"Welch, Peter",,W(R),1058,4.30448757069043%,,,,,,,,,,
4298,VT,Vermont,00,H8VT01040,,Dan,Freilich,"Freilich, Dan",,W(R),61,0.248179340087066%,,,,,,,,,,
4299,VT,Vermont,00,H8VT01057,,Ben,Mitchell,"Mitchell, Ben",,W(R),29,0.117986899385654%,,,,,,,,,,
4300,VT,Vermont,00,n/a,,Jim,Douglas,"Douglas, Jim",,W(R),7,0.0284795964034338%,,,,,,,,,,
4301,VT,Vermont,00,n/a,,Pam,Loranger,"Loranger, Pam",,W(R),6,0.0244110826315147%,,,,,,,,,,
4302,VT,Vermont,00,n/a,,,,,Party Votes:,R,24579,,,,,,,,,,,
4303,VT,Vermont,00,H8VT00141,,Cris,Ericson,"Ericson, Cris",,IND,,,,,9110,3.34372052222234%,,,,,,
4304,VT,Vermont,00,H8VT00166,,Laura S.,Potter,"Potter, Laura S.",,LBU,,,,,3924,1.44025898234912%,,,,,,
4305,VT,Vermont,00,n/a,,,Scattered,Scattered,,W,,,,,146,0.053587617589952%,,,,,,
4306,VT,Vermont,00,H8VT01040,,Dan,Freilich,"Freilich, Dan",,W,,,,,8,0.00293630781314805%,,,,,,
4307,VT,Vermont,00,n/a,,Michael,Kell,"Kell, Michael",,W,,,,,6,0.00220223085986104%,,,,,,
4308,VT,Vermont,00,n/a,,Jim,Douglas,"Douglas, Jim",,W,,,,,5,0.00183519238321753%,,,,,,
4309,VT,Vermont,00,H6VT00160,,Peter,Welch,"Welch, Peter",,W(PRO),237,62.0418848167539%,,,,,,,,,,
4310,VT,Vermont,00,H8VT01040,,Dan,Freilich,"Freilich, Dan",,W(PRO),73,19.1099476439791%,,,,,,,,,,
4311,VT,Vermont,00,n/a,,,Scattered,Scattered,,W(PRO),40,10.4712041884817%,,,,,,,,,,
4312,VT,Vermont,00,H8VT00158,,H. Brooke,Paige,"Paige, H. Brooke",,W(PRO),12,3.1413612565445%,,,,,,,,,,
4313,VT,Vermont,00,H8VT01057,,Benjamin,Mitchell,"Mitchell, Benjamin",,W(PRO),11,2.87958115183246%,,,,,,,,,,
4314,VT,Vermont,00,H8VT01065,,Anya,Tynio,"Tynio, Anya",,W(PRO),9,2.35602094240838%,,,,,,,,,,
4315,VT,Vermont,00,n/a,,,,,Party Votes:,PRO,382,,,,,,,,,,,
4316,VT,Vermont,00,n/a,,,,,District Votes:,,91705,,,,272451,,,,,,,
4317,VT,Vermont,H,n/a,,,,,,,,,,,,,,,,,,
4318,VT,Vermont,H,n/a,,,,,Total State Votes:,,91705,,,,272451,,,,,,,
4319,,,,n/a,,,,,,,,,,,,,,,,,,
4320,VA,Virginia,01,H8VA01147,(I),"Robert J. ""Rob""",Wittman,"Wittman, Robert J. ""Rob""",,R,Unopposed,,,,183250,55.1746771566299%,,,,,W,
4321,VA,Virginia,01,H8VA01303,,Vangie A.,Williams,"Williams, Vangie A.",,D,11008,39.9578932084649%,,,148464,44.7009728206379%,,,,,,
4322,VA,Virginia,01,H8VA01253,,"Edwin, Jr.",Santana,"Santana, Edwin, Jr.",,D,9059,32.8832262514066%,,,,,,,,,,
4323,VA,Virginia,01,H8VA01295,,John B.,Suddarth,"Suddarth, John B.",,D,7471,27.1189516860866%,,,,,,,,,,
4324,VA,Virginia,01,n/a,,,Scattered,Scattered,,W(D),11,0.039928854041889%,,,,,,,,,,
4325,VA,Virginia,01,n/a,,,,,Party Votes:,D,27549,,,,,,,,,,,
4326,VA,Virginia,01,n/a,,,Scattered,Scattered,,W,,,,,413,0.124350022732268%,,,,,,
4327,VA,Virginia,01,n/a,,,,,District Votes:,,27549,,,,332127,,,,,,,
4328,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4329,VA,Virginia,02,H8VA02111,,Elaine G.,Luria,"Luria, Elaine G.",,D,17552,62.3029958824365%,,,139571,51.0448820164724%,,,,,W,
4330,VA,Virginia,02,H8VA02103,,Karen Powers,Mallard,"Mallard, Karen Powers",,D,10610,37.6615078801647%,,,,,,,,,,
4331,VA,Virginia,02,n/a,,,Scattered,Scattered,,W(D),10,0.0354962373988357%,,,,,,,,,,
4332,VA,Virginia,02,n/a,,,,,Party Votes:,D,28172,,,,,,,,,,,
4333,VA,Virginia,02,H0VA02118,(I),Scott W.,Taylor,"Taylor, Scott W.",,R,28515,76.0379723207381%,,,133458,48.8091929136738%,,,,,,
4334,VA,Virginia,02,H8VA02079,,Mary K.,Jones,"Jones, Mary K.",,R,8982,23.9513612970321%,,,,,,,,,,
4335,VA,Virginia,02,n/a,,,Scattered,Scattered,,W(R),4,0.0106663822298072%,,,,,,,,,,
4336,VA,Virginia,02,n/a,,,,,Party Votes:,R,37501,,,,,,,,,,,
4337,VA,Virginia,02,n/a,,,Scattered,Scattered,,W,,,,,399,0.145925069853856%,,,,,,
4338,VA,Virginia,02,n/a,,,,,District Votes:,,65673,,,,273428,,,,,,,
4339,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4340,VA,Virginia,03,H6VA01117,(I),"Robert C. ""Bobby""",Scott,"Scott, Robert C. ""Bobby""",,D,Unopposed,,,,198615,91.1948097267117%,,,,,W,
4341,VA,Virginia,03,n/a,,,Scattered,Scattered,,W,,,,,19177,8.80519027328828%,,,,,,
4342,VA,Virginia,03,n/a,,,,,District Votes:,,,,,,217792,,,,,,,
4343,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4344,VA,Virginia,04,H6VA04061,(I),A. Donald,McEachin,"McEachin, A. Donald",,D,Unopposed,,,,187642,62.5746576004856%,,,,,W,
4345,VA,Virginia,04,H8VA04026,,Ryan A.,McAdams,"McAdams, Ryan A.",,R,17513,72.5536498467147%,,,107706,35.9176840553709%,,,,,,
4346,VA,Virginia,04,H8VA04034,,Shion A.,Fenty,"Fenty, Shion A.",,R,6621,27.4297787720607%,,,,,,,,,,
4347,VA,Virginia,04,n/a,,,Scattered,Scattered,,W(R),4,0.0165713812246251%,,,,,,,,,,
4348,VA,Virginia,04,n/a,,,,,Party Votes:,R,24138,,,,,,,,,,,
4349,VA,Virginia,04,H8VA04042,,"Peter J. ""Pete""",Wells,"Wells, Peter J. ""Pete""",,LIB,,,,,4233,1.41161640583055%,,,,,,
4350,VA,Virginia,04,n/a,,,Scattered,Scattered,,W,,,,,288,0.0960419383130634%,,,,,,
4351,VA,Virginia,04,n/a,,,,,District Votes:,,24138,,,,299869,,,,,,,
4352,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4353,VA,Virginia,05,H8VA05171,,"Denver L., III",Riggleman,"Riggleman, Denver L., III  #",,R,,,,,165339,53.1758054089519%,,,,,W,"#  The 5th Congressional District Republican Committee met on June 2, 2018, and selected Denver Riggleman as the nominee to replace Thomas Garrett, who announced on May 28, 2018, that he was no longer running for re-election.  Garrett was unopposed in seeking nomination by convention on April 28, 2018."
4354,VA,Virginia,05,H6VA05142,(I),"Thomas Alexander, Jr.",Garrett,"Garrett, Thomas Alexander, Jr.  #",,R,*,,,,,,,,,,,"#  The 5th Congressional District Republican Committee met on June 2, 2018, and selected Denver Riggleman as the nominee to replace Thomas Garrett, who announced on May 28, 2018, that he was no longer running for re-election.  Garrett was unopposed in seeking nomination by convention on April 28, 2018."
4355,VA,Virginia,05,H8VA05155,,Leslie C.,Cockburn,"Cockburn, Leslie C.",,D,*,,,,145040,46.6473053333719%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4356,VA,Virginia,05,H8VA05114,,RD,Huffstetler,"Huffstetler, RD",,D,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4357,VA,Virginia,05,H8VA05122,,Andrew,Sneathern,"Sneathern, Andrew",,D,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4358,VA,Virginia,05,n/a,,,Scattered,Scattered,,W,,,,,550,0.17688925767619%,,,,,,
4359,VA,Virginia,05,n/a,,,,,District Votes:,,,,,,310929,,,,,,,
4360,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4361,VA,Virginia,06,H8VA06104,,Ben L.,Cline,"Cline, Ben L.",,R,*,,,,167957,59.6845150102343%,,,,,W,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4362,VA,Virginia,06,H8VA06153,,Mike,Desjadon,"Desjadon, Mike",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4363,VA,Virginia,06,H8VA06096,,Cynthia,Dunbar,"Dunbar, Cynthia",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4364,VA,Virginia,06,H8VA06112,,Chaz,Haywood,"Haywood, Chaz",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4365,VA,Virginia,06,H8VA06179,,Ed,Justo,"Justo, Ed",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4366,VA,Virginia,06,H8VA06195,,Kathryn,Lewis,"Lewis, Kathryn",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4367,VA,Virginia,06,H8VA06120,,Elliott,Pope,"Pope, Elliott",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4368,VA,Virginia,06,H8VA06146,,Douglas,Wright,"Wright, Douglas",,R,,,,,,,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4369,VA,Virginia,06,H8VA06138,,Jennifer Lynn,Lewis,"Lewis, Jennifer Lynn",,D,8202,47.6611075599977%,,,113133,40.2024818057767%,,,,,,
4370,VA,Virginia,06,H8VA06070,,Peter J.,Volosin,"Volosin, Peter J.",,D,4678,27.1834505200767%,,,,,,,,,,
4371,VA,Virginia,06,H8VA06161,,Charlotte Ann,Moore,"Moore, Charlotte Ann",,D,3175,18.4496484397699%,,,,,,,,,,
4372,VA,Virginia,06,H8VA06088,,"Sergio A., II",Coppola,"Coppola, Sergio A., II",,D,1150,6.68254982857807%,,,,,,,,,,
4373,VA,Virginia,06,n/a,,,Scattered,Scattered,,W(D),4,0.0232436515776629%,,,,,,,,,,
4374,VA,Virginia,06,n/a,,,,,Party Votes:,D,17209,,,,,,,,,,,
4375,VA,Virginia,06,n/a,,,Scattered,Scattered,,W,,,,,318,0.113003183989083%,,,,,,
4376,VA,Virginia,06,n/a,,,,,District Votes:,,17209,,,,281408,,,,,,,
4377,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4378,VA,Virginia,07,H8VA07094,,Abigail A.,Spanberger,"Spanberger, Abigail A.",,D,33210,72.5299205031886%,,,176079,50.3325891644823%,,,,,W,
4379,VA,Virginia,07,H8VA07086,,Daniel K.,Ward,"Ward, Daniel K.",,D,12483,27.2626015549926%,,,,,,,,,,
4380,VA,Virginia,07,n/a,,,Scattered,Scattered,,W(D),95,0.207477941818817%,,,,,,,,,,
4381,VA,Virginia,07,n/a,,,,,Party Votes:,D,45788,,,,,,,,,,,
4382,VA,Virginia,07,H4VA07143,(I),David A.,Brat,"Brat, David A.",,R,*,,,,169295,48.3933670829629%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4383,VA,Virginia,07,H8VA07128,,Joseph B.,Walton,"Walton, Joseph B.",,LIB,,,,,4216,1.20515334547253%,,,,,,
4384,VA,Virginia,07,n/a,,,Scattered,Scattered,,W,,,,,241,0.0688904070822769%,,,,,,
4385,VA,Virginia,07,n/a,,,,,District Votes:,,45788,,,,349831,,,,,,,
4386,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4387,VA,Virginia,08,H4VA08224,(I),"Donald S., Jr.",Beyer,"Beyer, Donald S., Jr.",,D,Unopposed,,,,247137,76.1006928406467%,,,,,W,
4388,VA,Virginia,08,H8VA08159,,Thomas S.,Oh,"Oh, Thomas S.",,R,*,,,,76899,23.6794457274827%,,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  Democratic Party convention date:  5/5/18 (District 5).   Republican Party convention dates: 4/28/18 (Districts 5 and 8), 5/5/18 (District 7), 5/19/18 (District 6).  Because the Republican candidates in the 5th, 7th and 8th Congressional Districts were unopposed in seeking their party's nomination, the conventions were not actually held.  Convention nominees are noted with an asterisk."
4389,VA,Virginia,08,n/a,,,Scattered,Scattered,,W,,,,,714,0.21986143187067%,,,,,,
4390,VA,Virginia,08,n/a,,,,,District Votes:,,,,,,324750,,,,,,,
4391,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4392,VA,Virginia,09,H0VA09055,(I),H. Morgan,Griffith,"Griffith, H. Morgan",,R,Unopposed,,,,160933,65.1579625003543%,,,,,W,
4393,VA,Virginia,09,H8VA09066,,Anthony J.,Flaccavento,"Flaccavento, Anthony J.",,D,10756,78.6429772610953%,,,85833,34.7517500779387%,,,,,,
4394,VA,Virginia,09,H8VA09058,,Justin D.,Santopietro,"Santopietro, Justin D.",,D,2921,21.3570227389047%,,,,,,,,,,
4395,VA,Virginia,09,n/a,,,,,Party Votes:,D,13677,,,,,,,,,,,
4396,VA,Virginia,09,n/a,,,Scattered,Scattered,,W,,,,,223,0.0902874217070396%,,,,,,
4397,VA,Virginia,09,n/a,,,,,District Votes:,,13677,,,,246989,,,,,,,
4398,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4399,VA,Virginia,10,H8VA10106,,Jennifer T.,Wexton,"Wexton, Jennifer T.",,D,22405,41.881636010169%,,,206356,56.103204056387%,,,,,W,
4400,VA,Virginia,10,H8VA10122,,Alison K.,Friedman,"Friedman, Alison K.",,D,12283,22.9605951846867%,,,,,,,,,,
4401,VA,Virginia,10,H8VA10098,,Lindsey Davis,Stover,"Stover, Lindsey Davis",,D,8567,16.0142814416031%,,,,,,,,,,
4402,VA,Virginia,10,H8VA10080,,Dan I.,Helmer,"Helmer, Dan I.",,D,6712,12.5467324659788%,,,,,,,,,,
4403,VA,Virginia,10,H8VA10171,,Paul E.,Pelletier,"Pelletier, Paul E.",,D,2010,3.75729026469269%,,,,,,,,,,
4404,VA,Virginia,10,H8VA10163,,Julia E.,Biggins,"Biggins, Julia E.",,D,1513,2.82824884103484%,,,,,,,,,,
4405,VA,Virginia,10,n/a,,,Scattered,Scattered,,W(D),6,0.0112157918349035%,,,,,,,,,,
4406,VA,Virginia,10,n/a,,,,,Party Votes:,D,53496,,,,,,,,,,,
4407,VA,Virginia,10,H4VA10089,(I),Barbara J.,Comstock,"Comstock, Barbara J.",,R,28287,60.7004141542027%,,,160841,43.7287766948058%,,,,,,
4408,VA,Virginia,10,H8VA10155,,Shak E.,Hill,"Hill, Shak E.",,R,18311,39.2931482157035%,,,,,,,,,,
4409,VA,Virginia,10,n/a,,,Scattered,Scattered,,W(R),3,0.00643763009377481%,,,,,,,,,,
4410,VA,Virginia,10,n/a,,,,,Party Votes:,R,46601,,,,,,,,,,,
4411,VA,Virginia,10,n/a,,,Scattered,Scattered,,W,,,,,618,0.168019248807145%,,,,,,
4412,VA,Virginia,10,n/a,,,,,District Votes:,,100097,,,,367815,,,,,,,
4413,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
4414,VA,Virginia,11,H8VA11062,(I),Gerald Edward,Connolly,"Connolly, Gerald Edward",,D,Unopposed,,,,219191,71.1028860782488%,,,,,W,
4415,VA,Virginia,11,H8VA11070,,"Jeff A., Jr.",Dove,"Dove, Jeff A., Jr.",,R,Unopposed,,,,83023,26.9316482468461%,,,,,,
4416,VA,Virginia,11,H8VA11088,,Stevan M. ,Porter,"Porter, Stevan M. ",,LIB,,,,,5546,1.79905473395335%,,,,,,
4417,VA,Virginia,11,n/a,,,Scattered,Scattered,,W,,,,,513,0.166410940951689%,,,,,,
